$id,ApplicationEndDate,ApplicationStartDate,CityCode,CityDescription,ContractorCode,ContractorDescription,GrantSize,HousingUnits,IsForAplicant,IsLotteryHeld,Linking,LotteryDate,LotteryNumber,LotteryWinFile,NeighborhoodName,Notes,PriceIndexCode,PriceIndexDate,PriceIndexDescription,PricePerUnit,ProcessCode,ProcessName,ProjectImageURLs,ProjectName,ProjectNumber,ProjectURL,RegulationsVersion,ResponsibilityCode,ResponsibilityDescription,StageCode,TargetHousingUnits,ApartmentNumber,ApartmentSize,ApartmentType,BalconySize,BuildingNumber,FloorNumber,InternetNotes,LotNumber,ParkingLotNumber,ParkingLots,PricePerProcess,RoomCode,RoomDescription,WarehouseNumber,WarehouseSize
62,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,5,142.49,,6.95,&3,0,,5,,2,1903295.0,5,5,,
63,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,6,98.28,,7.0,&3,0,,5,,1,1367836.0,35,3.5,,10.99
64,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,7,98.28,,7.0,&3,0,,5,,1,1365376.0,35,3.5,,10.51
65,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,8,142.49,,6.95,&3,0,,5,,2,1903295.0,5,5,,
66,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,9,142.49,,6.99,&3,1,,5,,2,1903449.0,5,5,,
67,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,10,97.71,,11.4,&3,1,,5,,1,1355768.0,35,3.5,,6.76
68,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,11,138.75,,11.4,&3,1,,5,,1,1886885.0,5,5,,7.81
69,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,12,142.49,,6.99,&3,1,,5,,2,1903449.0,5,5,,
70,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,13,136.19,,12.47,&3,2,,5,,1,1858100.0,5,5,,7.79
71,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,14,97.71,,8.5,&3,2,,5,,1,1337706.0,35,3.5,,5.41
72,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,15,140.06,,8.5,&3,2,,5,,2,1878122.0,5,5,,
73,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,16,137.49,,12.47,&3,2,,5,,1,1834836.0,5,5,,
74,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,17,136.19,,7.94,&3,3,,5,,1,1858420.0,5,5,,11.25
75,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,18,97.71,,9.15,&3,3,,5,,1,1370026.0,35,3.5,,11.23
76,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,19,140.06,,9.15,&3,3,,5,,1,1855000.0,5,5,,
77,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,20,137.49,,7.94,&3,3,,5,,1,1870052.0,5,5,,10.27
78,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,21,136.19,,7.67,&3,4,,5,,1,1799736.0,5,5,,
79,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,22,97.71,,7.0,&3,4,,5,,1,1331941.0,35,3.5,,5.41
